category_id,title
1,日本国憲法に書かれている内容はGHQに作られたものであるため、日本人の伝統精神と懸け離れているとの見解
1,憲法を論じる際には歴史的経緯を含めて考えなければならないとの見解
1,憲法45条、46条の衆参議員の任期についての議論から始め、解散に関し同7条、65条、69条の関係等を整理し、同54条の緊急集会についても併せて議論すべきとの見解
1,憲法94条の地方公共団体の権能の中で、自主財源の必要性について議論し、国会と地方自治体の関係を整理すべきとの見解
1,憲法前文の平和の理念に基づき、世界平和が混乱したときこそ平和憲法の理念の下に国際平和への貢献を行うべきとの見解
1,憲法に密接に関連する基本法制について広範かつ総合的に調査を行うことを強く提案するとの見解
1,憲法改正の議論ではなく、今こそ9条を始め憲法の価値を生かしていく政治を行うべきであるとの見解
1,情報化社会の進展に伴い、基本的人権の尊重を前文に明記することについて議論すべきとの見解
1,地方自治に関する憲法の規定をより具体的で充実したものにすることと同時に、地方の声を国政に反映するため、参議院議員を都道府県代表として位置付けるなどの合区解消策を検討すべきとの見解
1,国会議員の任期延長等、緊急事態における対応を憲法に明記することについて議論が必要であるとの見解
1,立憲主義に基づき、国民にとり真に必要な改憲を議論する際には、立法事実の有無が重要で、改憲ありきの議論には応じられないとの見解
1,憲法53条に基づく臨時国会の召集要求に対する政府の対応等に鑑み、現行憲法の実施状況について議論すべきとの見解
1,憲法改正の議論に入る前に、広告規制等についての法制上の措置を講じるための憲法改正手続法の改正が必要とする見解
1,国民の多くが核共有について議論すべきと考えているとの調査もある中、憲法上の制約の有無などの核共有の議論は避けるべきではないとの見解
1,平成26年の政府による9条解釈変更後における憲法上許される武力行使の判断枠組み、集団的自衛権を認めた安保法制の合憲性について
1,自分たちの国は自らが守るという国際社会の常識に基づき、憲法に自衛隊を明記すべきとの見解
1,デジタル化の潮流の中で、自己情報決定権について憲法に明記することを念頭に、デジタル社会の新しい人権について議論する必要があるとの見解
1,自己情報決定権に係る議論が憲法論の中に閉じてしまっているため、デジタル社会関連法制や個人情報保護の議論の中に反映されていないとの見解
1,国民投票を実施し、国民の手によって憲法を定めることが憲法のあるべき姿との見解
6,家庭の経済格差が教育格差にならないよう、幼児教育から高等教育までの教育無償化を急ぐべきとの見解
1,かつての侵略戦争への反省が込められている憲法9条こそ、今、世界中に広がる戦争反対の世論に響き合うものであるとの見解
1,政治の優先課題として改憲が世論に求められていない中、憲法9条を含めた改憲を議論するための憲法審査会を動かすべきではないとの見解
1,国会のオンライン審議について、緊急事態や感染症の対応時のみならず、個人事情とされる妊娠・出産・病気への対応を含めて実現すべきとの見解
3,ロシアのウクライナ侵攻という新たな国際情勢の変化における安全保障について、国民の参画を促しながら論議を加速すべきとの見解
1,民間人及び戦闘員の莫大な犠牲を背景とし、当時の国際法の到達点が結晶したものが日本国憲法であることを踏まえ、その精神の実現が今一番大事であるとの見解
1,憲法を議論する前提として、立憲主義や憲法の三原則についての各会派の考えを憲法審査会で議論すべきとの見解
1,核共有と憲法9条との関係、憲法前文の「平和を愛する諸国民」と平和主義について憲法審査会で議論することを求めるとの見解
1,憲法改正は現行憲法の下では対処できない必要性がある場合になされるものであるとの見解
1,憲法に災害緊急事態の章を新設しようとする提案は疑問であるとの見解
1,憲法の平和主義が大切であるということについて議論を進めていくとの見解
1,集団的自衛権は憲法9条の解釈からはできないとの見解
1,昨年提案した災害対策の憲法改正案は、大地震、水害、感染症といったもののみを対象とするとの見解
1,日本国憲法の原案がGHQ草案であったことだけで、押し付け憲法というのは当時の国会議員等の努力、思いを無視し、日本人を侮辱するものであるとの見解
1,憲法前文の「平和を愛する諸国民の公正と信義に信頼して、われらの安全と生存を保持しようと決意した。」は押し付け憲法の一つであるとの見解
1,イデオロギーや理論だけによることなく、現実・真実を踏まえた議論を行うべきとの見解
1,日本国憲法下において日本は侵略戦争を起こしておらず、憲法9条の意味はあるとの見解
1,日本国憲法ができて、女性は初めて選挙権、被選挙権を持ち、日本国憲法の意味は大きいとの見解
3,世界情勢については、一部のイデオロギー、固まった考えだけによらず、全体像を見て議論しなければいけないとの見解
1,日本の文化で大事なことは教育勅語に書かれている家族主義であり、それは女性の参政権を否定するものではないとの見解
1,日本国憲法は、その制定過程において個別的自衛権を放棄する議論はしておらず、また平和主義や外交の力による平和創造をうたっている世界唯一の憲法であり、その下で国民の平和を考え、世界の平和を実現していくとする見解
1,本会議のオンライン出席の実施の可否の判断権者及び判断基準等
1,議員の個別の主観的事情によるオンライン出席を認める場合の具体的基準
1,オンライン出席を法解釈として認め得るための要件
1,オンライン出席を認める根拠として議院自律権を援用することについて
1,オンライン審議を導入する際の出席議員の現在場所の限定と議長警察権との関係
1,オンラインによる出席の代替を認める例外的な事情の存在が客観的に認定される場合と定足数充足との関係
1,現行憲法下における代理投票の可否
1,出席と代表は不可分とする考え方と本会議と委員会を区別することとの関係
1,議院自律権を根拠にオンライン審議を認める場合の委員会・本会議における考え方の差異
1,緊急事態における措置を明文化する場合にはその目的の明文化が必要であることについて
1,委員会におけるオンライン審議の実施についての考え方
1,オンライン審議が認められる例外的な事態の認定権者
1,議院自律権を根拠に憲法56条の出席の解釈を緩めることはふさわしくないことについて
1,内閣の国会召集に関する憲法53条の明文規定に反する実態について
1,オンライン出席を解釈で可能にする場合における判断基準が曖昧になることへの歯止め
1,緊急事態への対処に係る大日本帝国憲法の制度設計について
1,憲法改正草案を作る場合に大日本帝国憲法も参考にすべきとの意見について
1,現実の出席を必要とする近代議会の政治ルールと議会の多様性との関係
1,ドイツのオンライン審議手続における採決の位置付け
1,憲法56条との関係における議院自律権についての理解
1,統治機構が作動するための具体的な場の必要性とオンライン審議との関係
1,定足数の充足とオンライン審議を認める要件との関係
1,オンライン審議を認めるか否かについて衆議院と参議院で別の判断をする可能性について
1,ドイツでのパンデミックへの対応の検討過程における通信網の機能不全に係る検討の有無
1,議院自律権の限界について
1,オンライン審議を認める要件と議員の個別事情との関係
1,議会の公開原則とオンライン審議との関係
1,オンライン審議が認められる場合についての具体的な要件及び範囲
1,緊急事態における国会機能の維持についての規定を憲法に置く必要性
1,憲法56条の出席の概念等について衆参憲法審査会における参考人質疑を踏まえた論点
1,国会におけるオンライン出席をめぐる議論の整理、オンライン出席に関する主な課題(法制度設計上の論点等)
1,オンライン出席をどう考えるかにとどまらず、緊急時に国民の命を守る更なる法整備、憲法への緊急事態条項の明記、国会の機能維持のための議論を進めていくことの必要性
1,災害対策基本法における首相の権限が、極めて限定的であり、強制力や指揮監督権等が曖昧であることについての所見
1,憲法改正が国民投票で行われることを踏まえ、時代の変化、現実を見詰め、国民の選択権、投票権を奪わぬよう、憲法改正の具体的議論が進むことへの要望
1,憲法56条の出席について、議院自律権の名の下、法理を示すことなくオンライン出席が認められるとすることの問題点
1,良識の府の名に値する憲法論議を行うため、大義があり、真に必要性がある場合にのみ本審査会を開いて議論するという運営の必要性
1,定足数のための出席と議員が議決権等を行使する前提としての出席とを分ける考え方について
1,議院自律権の限界について
1,全国民を代表する議員は物理的出席が原則であるが、参考人など議員以外については国会法や規則で定めてもよいのではないかとの見解
1,オンライン出席を認めるには、条件の必要性を明文化することが緊急事態であっても三権を守るという趣旨において大事であるとの見解
1,国会議員が全国民を代表するためには、国民に見える形での集会や物理的な出席が必要であるが、パンデミック等の極めて異常な事態の発生が客観的に認められるときに限り、オンライン出席でなければ国会議員としての最低限の機能が果たせない場合には、憲法56条が必要最小限の範囲で例外的にオンライン出席を認めることがあり得るということについての所見
1,将来にわたり極めて異常な事態の発生を予見することが不可能な中で、例外的に認めるオンライン出席の在り方に関し、暫定的に特例のルールをあらかじめ定めておくことについて
1,新型コロナの感染拡大が繰り返す下でも、国会議員の3分の2が同時に一定期間国会に参集できない事態は生じておらず、本会議へのオンライン出席・表決を必要とする具体的事実はないとの認識
1,今政治に求められているのは暮らしと経済を支えることであり、憲法審査会は動かすべきではないとの見解
1,国会議員が誰もいなくなるなど憲法秩序が存在しなくなった場合の対応
1,国民代表原理の本質は命令委任の禁止であるとの考え方について
1,緊急事態には国家国民を守るために出席という機能的意義に着目してオンライン国会等を積極的に行うべきとの見解
1,オンライン国会が可能である場合における、委員会の開催場所に係る国会法や参議院規則の改正による柔軟な対応の可否
1,国会審議の質を高め、国家国民の命を守るため、オンライン国会について考えることの必要性
1,妊娠等の個人的な事情によるオンライン出席において、物理的な出席と等価のものと捉えるような環境の整備の必要性
1,委員会におけるオンライン出席において、物理的な出席と等価のものと捉えるような環境の整備の必要性
1,緊急集会が使えないことを前提とした国家緊急権に関する議論は、参議院を軽んじる行為であるとの指摘
1,オンライン出席・投票の可否について、国民の理解を得るため、憲法改正を行い憲法上明確にしていくことの必要性
1,緊急事態における統治機構の運用を規定する緊急事態条項を憲法に整備していくことの必要性
1,現行憲法における自衛隊の位置付け
1,議院自律権の行使の在り方
1,参議院においてオンライン出席をどこまで認めるかについて、参議院全体で丁寧に議論することの必要性
1,緊急事態条項において内閣限りで法律と同じ効力を持つ政令を作ることができるとすることの問題性
1,IT化が進んだ現代社会の状況や規律密度の低い日本の憲法の特性から、解釈論としてはリモート出席も出席の中に一般的に含まれると解釈できるが、国権の最高機関としての特殊性等を勘案して、政策論としては実際に必要な場合のみ抑制的に認めていくことにしてはどうかとの見解
1,入院、産前産後、重い障害等でやむを得ない事情がある場合、議院運営委員会等での了承を条件に、衆議院の整理よりも広い範囲でリモート出席を認めてもよいとの見解
1,憲法56条の出席概念を十分に審査し、議論を交えることの意義
1,本会議におけるオンライン出席については、憲法の許容する範囲において極めて例外的・限定的な条件の下、必要最小限の範囲で認められるとの見解
1,オンライン審議に関する議論の手順として、参議院としてまずどこまで認めるべきかのコンセンサスを作ることの必要性
1,出産や病気、重度障害の場合等にもオンラインでの出席や表決への参加を認めるべきとの見解
1,国会におけるオンライン出席の在り方について、衆議院側と意見交換することも望ましいとの見解
1,本会議へのオンライン出席についてコロナ対応や大規模災害を引き合いに、いたずらに危機感をあおって結論を急ぐべきではないとの見解
1,産前産後等オンラインでも審議に挑むことが困難な状態もあり、必要なのは、自らの立場や意見を何らかの形で表明した上で、それを議事録等の記録に残すことであり、これは国会法や議院規則で実現可能との見解
1,オンライン審議における本人確認の重要性とその在り方
1,パンデミック等の特殊事情によりオンラインでの会議開催を認めない限り、国会として最低限の機能も果たせないという極めて例外的な事情の存在が客観的に認定される場合に、必要最小限の範囲内においてオンラインでの会議開催を認めることについての所見
1,自衛隊の合憲性及び自衛隊が違憲とされた場合の自衛隊員の行為の法的評価
1,自衛隊又は自衛権の存在を法的に明記していく必要性
1,憲法9条と自衛隊との関係
1,衆議院と参議院でオンライン出席の考え方を可能であれば一致させた方がよいという考えについて
1,議院自律権を根拠にオンライン出席を考えることについて
1,衆議院と参議院でオンライン審議に関する意見をすり合わせる努力の必要性
1,オンライン出席については国民の理解が重要であり、例外的な扱いとすべきことには共感するとの所感
1,憲法審査会の国会法上の任務
1,大災害の直後に防災担当大臣の交代を含む内閣改造を行うことについて
1,憲法改正による緊急事態対策が必要となる具体的理由
1,災害対策基本法についての議論の必要性と憲法に緊急事態を明記していきながらしっかりとした対応を考えることの重要性
1,代理投票・議決権の委任について
1,代理投票も視野に入れてオンライン会議についての議論を行う必要性
1,憲法9条と自衛隊について
1,コロナ禍のような大変なときこそ国会を開くべきことについて
1,緊急事態における国会審議の重要性と憲法に緊急事態条項を明記することの必要性
5,カーボンニュートラル実現に必要な技術的イノベーションを担う人材に係る課題
5,カーボンニュートラルに係る国際的なルールメーカーに関する政府への要望
4,産業の脱炭素化に向けた触媒化学のイノベーションの今後の展望
4,海水からの液体炭化水素製造技術の開発状況
8,レアメタル需要拡大やコロナの影響等により蓄電池やEV車の製造・普及が遅れる可能性
8,第6次エネルギー基本計画の電源構成の評価及び生活環境を大きく変えず実施可能なエネルギー政策の在り方
3,国際規格を日本の国益に沿う形で実施するための戦略と人材育成に向けた支援の在り方
8,将来的に日本が一次エネルギーを自給可能としていく必要性に係る所見
5,窒素循環が限界を超えているという参考人発言の趣旨
4,窒素酸化物を有用な形に変える技術の現状と可能性
4,水素と窒素から合成したアンモニアの利用上の問題点
6,再生可能エネルギー分野における日本の基礎研究のレベルと若手研究者の状況
6,研究開発への資金面での支援策
4,商業化に向けて有望なCO2の変換技術の概況
5,残余のカーボンバジェットの視点が日本政府に決定的に欠けていることへの所見
5,日本のアンモニア混焼石炭火力発電の輸出が世界のCO2排出量実質ゼロの取組を害する可能性
6,基礎研究に対する長期的な視点に立った国の支援策の在り方
5,カーボンニュートラルに係るイノベーションに向け最も課題のある分野
5,カーボンニュートラルに係るイノベーションへの国の支援策の評価と今後の在り方
4,CO2の回収、貯蔵及び利用に係る技術の今後の見通し
5,不買運動など環境問題への国際的な取組と関心の動向
8,プラスチック原料等の脱石油に向けた資源確保策の在り方
2,カーボンニュートラルの技術革新をビジネスチャンスとするための国の支援の在り方
8,電力システム全体における蓄電技術の可能性
8,電力需給バランスに必要な出力調整電源としての火力発電の在り方
5,脱炭素社会実現に向けた構造転換のための政治的決断、社会的支援の必要性
5,日本と欧州の気候危機への向き合い方の相違についての所見
8,新規制基準適合性審査の迅速化の必要性及びこれまで不合格判定がないことへの規制委委員長所見
8,2030年度エネルギーミックスの原子力発電比率と原発依存度の可能な限りの低減との関係
8,原発新増設について2050年に向けて早急に議論を始める必要性
8,施政方針演説での革新原子力と再エネとの併記は原発依存度低減を目指すエネルギー基本計画と矛盾するとの考え方につき政府見解
8,国民の原子力の安全性への懸念に応えるための規制委の役割及び新規制基準適合性審査の意義
5,高レベル放射性廃棄物の最終処分地選定の文献調査に係る政府広報への取組及び規制委の条件づくりの現状
8,東電福島第一原発の廃炉に向けた現況と今後の見通し
5,ALPS処理水の海洋放出によって風評被害が懸念されることへの政府の対応状況
8,核燃料サイクルは既に破綻しており見直しを決断する時期が来ているとの考え方に対する政府見解
5,ALPS処理水海洋放出関連設備に係る令和3年12月の東電申請に係る規制委の審査状況
5,ALPS処理水海洋放出を政府が安全と判断する根拠及び規制委委員長の見解
5,ALPS処理水海洋放出に向けて地元住民や漁業関係者へ丁寧に説明し、信頼回復に努める必要性
3,燃料デブリ取り出しに係る外国人ロボット技術者の現状及び入国のため感染症対策を講じる必要性
6,原発停止で経験不足が懸念される原子力の人材育成策についての規制委委員長及び東電社長の所見
6,原子力産業基盤強化事業の人材育成及び人材確保等に係る計画概要
5,福島県民健康調査の学校における甲状腺検査過剰問題への環境省検討状況
6,研究用原子炉の廃炉の現状及び人材育成・研究のための新設の必要性に係る文部科学省見解
6,SMR、新型原子炉の研究開発促進のための具体的なロードマップを早急に示す必要性
8,東海第二地域の避難計画の完成見通し及び策定遅延の理由
8,人口密集地で避難計画が作れない場所の原発立地を規制する必要性
8,放射性廃棄物の輸出規制についてエネルギー基本計画において見直しを進めるとした理由
8,国民のエネルギー政策の理解は瞬間的・表層的に留まらずより深いレベルである必要性
6,国民の理解のために学会の役割として相反する事象に係る議論を交わす必要性
8,核のごみを含むコスト等の原発に係る情報公開が不十分との考え方への所見
8,屋根置き太陽光パネル普及に必要な国の政策及び使用期限後の廃棄の方策
8,需給バランスの確保や周波数安定等電気の質の担保に向けたエネルギー政策の方向性
8,再エネのコストや環境負荷等への否定的見解に対しトータルとして優れているとの所見
8,原発のコスト、安全性、放射性廃棄物処分等の問題への解決策
8,1979年のスリーマイル島原発事故後20年で原発稼働率を回復させた米国国民の合意形成に係る知見
8,原発新増設が進まず廃炉が増える原子力発電が若手に魅力的な研究分野でなくなる懸念
8,放射性物質が外部に拡散すれば完全には抑えられない原発事故の異質の危険性への所見
1,気候危機の打開を格差と貧困の是正と一体的に行うために求められる政治の役割
8,小型原発を含む原発は再エネと比較して電力の安定供給に資するのかに係る所見
8,水力発電の有効活用の必要性及び導入伸び悩みの原因
8,日本が多額の投資をしているサハリン2から撤退して権益を得る国及び我が国への影響
2,ウクライナ情勢によるエネルギー・物価高騰等を踏まえて緊急経済対策に盛り込むべきポイント
8,海底油田など日本の資源エネルギーの自主開発の可能性
3,ウクライナ情勢でロシアが核を用いる可能性及び有事の際の原発の危険性
8,特定重大事故等対処施設整備の遅延で停止した原発は再稼働するべきとの議論への所見
8,ロシア産天然ガスの代替力の確保策
8,米国シェールオイル増産に向けたファイナンス等の課題
8,電源構成やカーボンニュートラルに偏らないエネルギー安定供給の確保を基本とした議論の必要性
3,安倍内閣の北方領土交渉の評価及び今後の交渉の在り方
2,グリーン化を成長に結び付けていく戦略の在り方
8,エネルギー基本計画に地政学的リスクを織り込む必要性
3,パイプラインを使ったロシアの戦略概要
8,エネルギー自給率向上、気候危機打開のために省エネと再エネ大量導入を最優先で進める必要性
3,ロシアへの国連非難決議賛成が初めて140か国超と変化していることの意義
8,安定供給最優先及びリアリズムの観点からのエネルギー政策への評価
8,地政学的リスク等を含めてリアリズムに基づくエネルギーの安全保障戦略を策定する必要性
8,複合的な危機へ対応可能な計画により節電要請を回避する必要性に係る経産省所見
8,蓄電池の国内製造能力を2030年までに現在の約5倍にする目標の実現可能性
8,蓄電池の技術革新で世界をけん引するためのサポート体制構築に向けた戦略の有無
8,2020年世界シェアの半分を日本関連企業が獲得するとの2012年蓄電池戦略の目標が未達の理由
3,カーボンニュートラル技術等に係る日本の国益に沿った国際ルール形成の現状認識及び今後の取組
3,ルール策定交渉に臨む専門家の育成・確保に向けて迅速に対応することの必要性及び政府の方針
8,地域における給油所の重要性を踏まえた支援策及び合成燃料の早期実用化に向けた支援策の在り方
8,初の電力需給逼迫警報の課題及び今後の対応策
4,カーボンニュートラル等を進める上でのCCS技術の重要性及び施策における位置付け
4,キーテクノロジーによる温室効果ガス削減実績の見える化を日本がルールメーキングする必要性
8,特定重大事故等対処施設設置完了前の原発再稼働に向けて政府が最大限支援する必要性
8,冬の電力逼迫に備え石炭ガス化複合発電(IGCC)を供給力として計上する必要性
8,IGCC本格稼働に向けた支援策を総点検し今冬までに本格稼働に踏み切る必要性
8,再エネ新電力支援につき市場価格連動の再エネ由来FIT調達価格制度を見直す必要性
8,再エネの出力抑制の頻発が再エネ参入の抑制につながりかねないことへの政府認識
8,ベースロード電源という考え方から柔軟性パラダイムへと転換していく必要性
5,日本の温室効果ガス削減目標が国際的に見て低い水準にあることへの大岡環境副大臣所見
8,日本が石炭火力発電撤退年限を決めない理由及び2030年電源構成での石炭火力発電比率の妥当性
4,実証研究中の技術に頼らず実現可能な既存技術の積極導入でCO2を迅速に削減することの重要性
8,政治主導でエネルギー安定供給最優先と時間軸を意識したカーボンニュートラル等の取組の重要性
8,脱炭素電源である再エネと原子力の最大限活用も含む現実的で責任あるエネルギー政策の必要性
8,原子力問題は賛否の軸だけでなく立地地域が直面する問題に寄り添うとの軸を加えて捉える必要性
8,エネルギー安定供給確保とカーボンニュートラル実現両立のため再エネ主力電源化と日本の技術力発揮を図る必要性
8,レアメタル調達先の多角化やリサイクル早期実現等により鉱物資源安定供給を確保する必要性
8,国民への適切な説明等の欠落及び不信が解消されないまま原発を推進することの問題性
3,日本のエネルギー政策においてウクライナ情勢を踏まえた脱ロシアの観点での戦略の必要性
4,カーボンニュートラル早期実現に向けて地球規模で取り組むことの重要性
8,原発に依存しないエネルギー供給体制・社会を確立することの重要性
4,環境負荷全体を低減することが重要であり脱炭素化に施策が集中していることの問題性
8,再エネの主力電源化、普及に向けて地元との事前調整の仕組みを導入する必要性
8,地熱エネルギー開発は国家戦略として投資、開発に傾注する必要性
8,供給源多角化、レアメタル代替材料開発・資源リサイクル推進等の鉱物資源安定供給確保の必要性
8,電力料金高騰と綱渡りの電力逼迫を克服するため原子力発電を活用する必要性
8,エネルギー安定供給とカーボンニュートラル両立は国民負担が過大とならない方向性とする必要性
8,グラスゴー気候合意で決定された石炭火力発電の段階的削減に対する日本の対応の問題点
8,エネルギーの海外依存体質を改め再エネ抜本的拡大によりエネルギー自給率を向上する必要性
8,原子力依存を続け原料費ゼロの再エネ電力を出力抑制で排除し続ける在り方を改める必要性
1,憲法56条の出席概念は当然に議場に物理的に存在することを意味すると解されてきたが、オンライン出席も、確実な本人確認、成り済まし防止などで物理的出席同様になれば出席と解釈でき、また、緊急事態時の立法機能維持のためのオンライン出席、議員個人の個別的事情によるオンライン出席も、憲法58条による議院自律権に基づけば、必ずしも憲法を改正しなくともよいのではないかとの見解
1,オンライン出席については、議院自律権の行使が基本となることから、現行憲法下で認め得る条件の範囲の制約があるとの見解
1,オンライン出席に関しては、権限行使や様態の範囲、位置付けや限界、議員個人の個別的事情の範囲などについて国民の理解が必要であると同時に、技術的・実務的課題を解決することが求められるとの見解
1,まずは調査会・委員会の参考人の意見聴取、さらには質疑での活用などでオンライン方式を進め、環境整備を行うことの提案
1,緊急事態時のオンライン出席や投票については議院運営規則の改正で対応可能と考えるが、国民の理解を得るためには、本来、憲法改正で明確にしていくことがより望ましいとの見解
1,憲法56条の出席については、現に議場に存在することを基本とすべきであるが、国民主権原理及び間接民主制原理の下で、国政の民主的正統性を確保する観点及び国会議員が全国民の代表としての権能を行使する機会を確保する観点から、必要最小限度のやむを得ない事情があると認め得る場合には、物理的な出席と同等の議会への関与と評価し得る状況にあることを条件として、例外的に憲法改正によることなくオンラインによる出席を同条の出席と解することも許容され得るとの見解
1,やむを得ない事情としては、感染症の蔓延や大規模災害による交通途絶などにより議会の機能の維持そのものが困難となっている場合に限られるとの見解
1,憲法56条の範囲内で対象とし得る具体的な要件や方法は、憲法の範囲内で認められている議院自律権に基づく議院運営に関する事項に関する判断として、議院規則、国会法により具体化し得るとの見解
1,委員会におけるオンライン出席は、委員会中心主義を採用していることを踏まえ、本会議に準じて考えていくべきとの見解
1,物理的な出席と等価値と言えるためには、1物理的な出席と同程度の双方向性などが確保される仕組みやセキュリティーの確保、2本人性や権限行使の真正性の確保、3憲法57条の公開性原則を充足し得る公開の在り方などの課題をクリアすることが必要との見解
1,妊娠、出産、病気、障害など真にやむを得ない事情を抱える議員について、本人に過剰な負担を生じさせないことを前提とするオンライン出席は、上述1から3などの条件を満たす場合であれば認められる余地があり得るとの見解
1,国家の危機と言えるような事態にこそ国会は必要な予算と法律を速やかに成立させ、政府に適時適切な対応を求めなければならず、一定の要件の下で例外的にオンラインを活用して本会議を開催し、表決を行うことは憲法上も許容されるとの見解
1,憲法56条の準則としての性格、現に出席することで全国民を代表するという近代議会政治の原則を踏まえると、議場への物理的参加が原則であり、オンライン審議は、大規模災害やパンデミックの発生など、議場への参集自体が困難であることが誰の目にも明らかであり、オンライン出席を認めない限り国会としての最低限の機能も果たすことができない場合に限るべきとの見解
1,非常事態全ての予見は難しく、各会派の代表者が集う場で開催の是非や運営の仕方を決めることを可能にしておくことも検討に値するとともに、オンラインで会議にアクセスするための場所をあらかじめ限定することには慎重であるべきとの見解
1,委員会の審議・表決へのオンライン参加は国会法と議院規則に委ねられており、委員会審議のオンライン化を先行することで技術的課題をクリアしていくことも一案との見解
1,個人的事情に基づくオンライン出席については、歯止めが掛からなくなる懸念がある一方、妊娠、出産を理由とする場合には認めるべきとの意見も党内で一定の支持を集めているとの指摘
1,憲法には出席という文言が六箇所存在し、内閣総理大臣その他の国務大臣の出席も委員会その他の会議の出席も同様に解釈すべきとの見解
1,出席は基本的に物理的出席であるが、オンライン等の機能的出席も排除されるものでなく、また、議員以外の出席については記載はないと考えるとの見解
1,機能的出席とは物理的に出席し得ない状況でのオンライン出席であり、全議員に及ぶものと個別的事情によるものに大別されるとの見解
1,全議員に及ぶ物理的に出席し得ない状況とは緊急事態であり、緊急事態において三権の機能を維持し、権限が過剰にならないよう、憲法への明文化が必要であるとともに、緊急事態とは何かについても明文化すべきとの見解
1,個別的事情による場合は、憲法上、機能的出席が排除されないことを考えると法律で定めるべきであり、その際にはあらかじめ物理的出席ができない理由を届け出て、各会議で対策を講じるべきとの見解
1,緊急時に国会をいかに機能させるか立法府が平時から必要な準備をしておくことは当然であり、定足数が不足することの課題を解決するためにオンライン審議を認めることは不可欠との見解
1,国会は、本会議でのオンライン審議実現に向けて歩みを進めていくとともに、委員会のオンライン出席についても議論を深めていくべきとの見解
1,妊娠、出産時、病気など個々の議員の事情による場合も、議員の表決権を確保する意味でオンライン審議を認めるべきとの論点も今後の課題とすることが望ましいとの見解
1,地方議会では、委員会でのオンライン審議導入の例はあるが、本会議については地方自治法の解釈に係る国の通知により実現しておらず、国会がオンライン審議実現に向けてかじを切れば、通知が見直され、地方議会の動きを加速させるとの所感
1,緊急時にこそ議論すべき事柄は多くなることから、有事の際にも国家機能を麻痺させない手だてを準備すべく、作業を本格化すべきとの見解
1,新型コロナ感染拡大下でも、阪神・淡路大震災、東日本大震災の際にも定足数の国会議員が参集できない事態は生じていないとの指摘
1,国会のコロナ対策は引き続き議院運営委員会で対応可能であり、また、オンライン審議の活用は参議院改革協議会でも検討項目に上がっており、本会議のオンライン出席の可否について憲法審査会で議論する必要性はないとの見解
1,国会も国家権力の一つであり、多数派による立法権の濫用・暴走を防ぐ上で条文解釈は厳格になされるべきであるとの見解
1,コロナ禍という緊急事態対応において臨時国会召集拒否という権力濫用の事例がある中で、権力の濫用を防止するために置かれた56条の出席要件を緩めることは極めて危険との見解
1,出産、疾病等により物理的出席が困難である場合のオンライン出席については、必要なのは、提出された法案などに対する自らの立場や意見を議事録等に残すことであり、これは国会法や議院規則を変えることで実現可能との見解
1,時代の転換期に当たり、国会も時代に即した転換ができるか否かが問われているとの指摘
